MOFname,volume [A^3],weight [u],surface_area [m^2/g],void_fraction,void_volume [cm^3/g],functional_groups,metal_linker,organic_linker1,organic_linker2,topology,CO2/N2_selectivity,heat_adsorption_CO2_P0.15bar_T298K [kcal/mol]
mof_unit_pretest_1592,32728.348854000003,5424.07128,4941.74,0.765,2.7798,Cl-OH,3,3,4,nbo,3.1614231010000005,3.5905910000000003
mof_unit_pretest_1593,7321.454873000001,3851.978720000001,2435.79,0.39033,0.4468,COOH,2,5,22,nbo,5.797676859,4.184439
mof_unit_pretest_1594,2558.528192,785.90674,4251.52,0.5956100000000001,1.1677,Me,1,12,13,pcu,4.295445845,3.137319
mof_unit_pretest_1595,1974.748847,1072.876,1956.28,0.36065,0.3998,Cl-CN,3,24,27,pcu,7.308587017000001,3.917181
mof_unit_pretest_1596,5564.608281,1131.50696,5642.63,0.6758,2.0015,OH-NH2,3,6,28,pcu,3.706547941,3.195317
mof_unit_pretest_1597,2049.332019,743.08952,3409.6,0.53289,0.885,NO2,3,20,22,pcu,5.170204748,2.996996
mof_unit_pretest_1598,3421.88278,845.3716800000001,4936.53,0.64012,1.5604,Cl,2,7,19,pcu,4.386478258,3.149086
mof_unit_pretest_1599,28395.535675,4857.20768,5980.37,0.7349600000000001,2.5875,Et,1,20,28,pcu,4.074174412,3.504872
mof_unit_pretest_1600,15220.071497,4113.49,4174.24,0.57516,1.2816,OEt-CN,2,4,6,nbo,4.7832708,3.489288
mof_unit_pretest_1601,3130.358919,1474.62262,2843.79,0.56488,0.7221,I,3,8,19,pcu,4.848826151,3.694731
mof_unit_pretest_1602,1687.4664879999998,798.13534,3110.23,0.4393399999999999,0.5594,Br,2,11,25,pcu,4.986431431000001,3.651502
mof_unit_pretest_1603,7839.603497,2035.66906,4558.58,0.6111800000000001,1.4175,OH-CN,3,34,35,pts,4.989417276,3.384296
mof_unit_pretest_1604,35652.345077,4147.109651,6141.39,0.82345,4.2632,F,3,3,19,nbo,3.182369004,2.790101
mof_unit_pretest_1605,2777.024605,779.48032,4903.47,0.57617,1.2362,COOH,2,6,19,pcu,5.391745047000001,3.136119
mof_unit_pretest_1606,2085.066046,1649.227545,699.24,0.16146,0.1229,H-F,10,44,48,etb,9.734665232,5.087843
mof_unit_pretest_1607,2786.090739,641.439126,6120.0,0.65108,1.7031,F,2,21,25,pcu,4.014709114,2.7903
mof_unit_pretest_1608,27952.962946,7161.45728,4196.65,0.6372800000000001,1.498,OEt-OMe,2,4,20,nbo,3.722671569,3.012306
mof_unit_pretest_1609,18371.369881,4852.73088,4676.2,0.56938,1.2981,Ph-Et,3,11,27,nbo,5.977249665,3.463284
mof_unit_pretest_1610,5481.969325,1379.72788,5325.93,0.61015,1.4599,H-CN,12,20,25,bcu,4.138696318,3.276128
mof_unit_pretest_1611,5056.791347,2412.86918,2399.16,0.45266,0.5713,Cl-NH2,3,4,24,nbo,6.387895542000001,4.22424
mof_unit_pretest_1612,14671.601528,4231.55048,4022.17,0.60864,1.2708,Et-Cl,2,24,25,nbo,4.596267616,3.3260400000000003
mof_unit_pretest_1613,4623.688043,1369.870552,3807.39,0.58858,1.1964,F-CN,2,3,13,pcu,4.427264102,3.577809
mof_unit_pretest_1614,3240.555683,1052.08356,4124.21,0.53722,0.9965,CN-Me,1,12,26,pcu,4.767262887,3.219369
mof_unit_pretest_1615,49465.385603,6301.52096,4969.63,0.81635,3.8591,NO2-COOH,2,7,27,nbo,3.18278179,2.5834200000000003
mof_unit_pretest_1616,19875.448942,4889.46176,4688.33,0.6170800000000001,1.5106,Pr,1,19,28,pcu,4.115870574,3.434918
mof_unit_pretest_1617,36499.286776,5345.83424,5255.29,0.78379,3.2227,Cl-OEt,3,6,7,nbo,3.338378337,2.474303
mof_unit_pretest_1618,8220.239128,1187.98672,5795.46,0.76755,3.1984,H,2,27,28,pcu,3.244355952,2.774709
mof_unit_pretest_1619,26070.730808,3092.0496,6290.41,0.82575,4.1928,NHMe-HCO,3,20,25,nbo,3.094390004,2.161841
mof_unit_pretest_1620,24625.329729,6188.34576,3398.67,0.73897,1.7709,Cl-Br,2,28,28,pcu,4.081342917,3.792228
mof_unit_pretest_1621,2524.063947,777.36564,3945.74,0.49985,0.9774,NHMe,3,6,24,pcu,5.145431235,3.451128
mof_unit_pretest_1622,18391.522101,3554.1771200000003,4450.11,0.74225,2.313,OH-HCO,3,20,22,nbo,3.073353662,2.541904
mof_unit_pretest_1623,4430.38563,1112.16538,4638.82,0.6414,1.5387,HCO-H,1,13,26,pcu,4.090248357,3.149076
mof_unit_pretest_1624,20343.9164,4736.76016,4621.7,0.6624,1.7133,OH-NH2,1,7,24,pcu,6.518190653,3.973324
mof_unit_pretest_1625,20004.023307,7233.53463,3719.47,0.52517,0.8746,NH2-F,1,14,29,pcu,6.59224368,3.582069
mof_unit_pretest_1626,7465.96203,3289.98796,2504.47,0.55675,0.7609,OH-Br,3,14,23,nbo,5.002793381,4.259824
mof_unit_pretest_1627,2776.554153,667.43992,5572.46,0.63918,1.6013,OH,2,6,19,pcu,4.158159676,2.740053
mof_unit_pretest_1628,3689.84973,1101.30896,3944.74,0.57905,1.1683,COOH-NO2,3,8,21,pcu,4.249520757,3.457728
mof_unit_pretest_1629,19904.674223,3266.6216,5672.77,0.75576,2.7733,,3,2,11,nbo,3.131549345,2.983632
mof_unit_pretest_1630,3954.493453,1024.9676,4569.97,0.6372800000000001,1.4807,Me-Cl,1,8,10,pcu,4.289254284,3.2766040000000003
mof_unit_pretest_1631,20223.50296,3244.6136,5719.88,0.7576,2.8437,H,2,2,11,nbo,3.380207689,2.743423
mof_unit_pretest_1632,10880.247445,4568.44848,2931.04,0.50062,0.718,SO3H,1,5,27,pcu,5.764969487999999,3.698851
mof_unit_pretest_1633,4462.944267,1629.8281,3623.61,0.53686,0.8853,SO3H-OMe,1,11,15,pcu,6.075226393,3.675816
mof_unit_pretest_1634,10288.296923,3376.746939,3594.54,0.53984,0.9905,Et-F,2,4,4,nbo,5.315260746,3.585163
mof_unit_pretest_1635,2081.666814,1751.757916,0.0,0.02207,0.0158,Et-OPr,10,42,51,etb,2.814255381,7.956653999999999
mof_unit_pretest_1636,8529.448243,3536.4380130000004,2839.85,0.42523,0.6176,F,1,22,22,pcu,5.432779865,3.687233
mof_unit_pretest_1637,3131.923032,803.710446,4497.42,0.5938100000000001,1.3935,F,2,7,22,pcu,4.076485422,3.100471
mof_unit_pretest_1638,24647.882131,3484.47696,6685.94,0.77758,3.3124,OMe,2,6,19,nbo,3.159566689,2.4348650000000003
mof_unit_pretest_1639,2014.346949,587.08092,4478.67,0.58152,1.2016,NH2,3,20,24,pcu,3.803150741,2.934358
mof_unit_pretest_1640,6279.869551,2632.22496,2742.2,0.57375,0.8243,Br-COOH,3,8,28,pcu,5.287152537,4.3267370000000005
mof_unit_pretest_1641,2911.820991,871.251926,4410.24,0.56882,1.1448,OH-F,3,8,11,pcu,6.304903501,3.34966
mof_unit_pretest_1642,4515.193246,3290.887552,632.87,0.13907,0.1149,NH2,10,45,45,etb,20.3967628,4.880267
mof_unit_pretest_1643,2029.034443,985.12616,2457.07,0.43445,0.5389,OPr-Br,2,20,24,pcu,5.275579179,4.156935
mof_unit_pretest_1644,5159.246499,1562.2186,3830.78,0.57496,1.1435,NH2,2,4,11,nbo,4.888992774,3.69493
mof_unit_pretest_1645,13361.848634,4680.380639999999,3205.1,0.51115,0.8788,CN,1,1,7,pcu,4.260114099,3.710018
mof_unit_pretest_1646,10146.240935,3770.36048,3088.52,0.53061,0.8599,OH-H,3,4,4,nbo,5.4267167,3.990039
mof_unit_pretest_1647,22244.480141,5203.57568,5224.07,0.64641,1.6641,Et-COOH,3,11,28,nbo,4.921703038,3.617022
mof_unit_pretest_1648,11136.919299,2801.97616,4471.23,0.6453,1.5446,OEt,3,11,19,nbo,2.908588937,3.218201
mof_unit_pretest_1649,26082.864804,3114.0852,6252.41,0.8225,4.1487,OMe,3,20,23,nbo,3.096584169,2.455845
mof_unit_pretest_1650,3768.222039,787.253053,6235.96,0.66903,1.9285,H-F,3,6,23,pcu,3.863153612,2.903119
mof_unit_pretest_1651,4093.679415,1617.70618,3475.39,0.4341899999999999,0.6617,Br,4,20,25,acs,7.067967047000001,3.767795
mof_unit_pretest_1652,2991.603898,667.2086400000001,5918.48,0.63958,1.727,NH2,3,21,26,pcu,3.979445269,2.839848
mof_unit_pretest_1653,2515.58766,741.6922400000001,4015.23,0.50484,1.0312,Pr,2,6,24,pcu,5.207583105,3.594549
mof_unit_pretest_1654,20560.485245,5827.82592,3995.3,0.61851,1.3141,Cl-OH,1,7,9,pcu,4.97473326,4.574330000000001
mof_unit_pretest_1655,3992.578724,1171.14976,4151.34,0.59837,1.2285,NO2-OH,1,13,18,pcu,5.368467644,3.3354699999999995
mof_unit_pretest_1656,1956.875432,697.2115200000001,4073.72,0.5158699999999999,0.872,Cl,2,19,23,pcu,4.841466853,3.296471
mof_unit_pretest_1657,15025.040088,3334.3992,4658.67,0.68672,1.8635,NO2,3,4,6,nbo,3.3652729960000003,3.4645550000000003
mof_unit_pretest_1658,13767.556871,4258.712320000001,3344.01,0.60111,1.1703,NO2,3,15,20,nbo,5.660600784,4.133597
mof_unit_pretest_1659,5086.782552000001,1883.444046,3169.51,0.52372,0.8518,F-SO3H,3,4,15,nbo,6.7452842010000005,3.805315
mof_unit_pretest_1660,7231.385189,1508.206333,4900.47,0.7055100000000001,2.0371,F-NO2,1,26,26,pcu,3.807763201,3.2803160000000005
mof_unit_pretest_1661,5206.104806,2428.187026,2652.24,0.5461,0.7051,Br-F,3,18,28,pcu,5.17449514,3.768397
mof_unit_pretest_1662,18060.946044,3781.50648,4727.01,0.67666,1.9463,Pr,2,22,27,nbo,3.796163861,2.75893
mof_unit_pretest_1663,18708.204901,3164.65504,5016.9,0.74897,2.6664,Me,2,20,22,nbo,3.285332675,2.336531
mof_unit_pretest_1664,13671.074972,2783.429757,4319.09,0.70638,2.0893,Me-F,3,27,27,pcu,3.5554854860000003,3.03663
mof_unit_pretest_1665,4521.466293,2208.83276,2185.61,0.47756,0.5887,Me-Br,2,23,27,pcu,6.322298158,4.082456
mof_unit_pretest_1666,14547.698491,2060.275885,5159.29,0.79481,3.3797,OH-F,2,28,29,pcu,3.867208895,2.762956
mof_unit_pretest_1667,1496.133716,555.89344,3709.07,0.52187,0.8458,Cl,3,12,20,pcu,3.990916046,3.073369
mof_unit_pretest_1668,3402.19671,843.2099599999999,4600.86,0.6234,1.5148,HCO-CN,3,6,20,pcu,3.969313723,3.00023
mof_unit_pretest_1669,3513.6080409999995,1649.63072,3120.81,0.4373899999999999,0.561,NO2-NH2,1,10,13,pcu,5.624357963,3.661325
mof_unit_pretest_1670,26419.895267,4349.1288,5832.36,0.75188,2.7506,NH2,2,19,28,nbo,3.159682162,3.0379110000000003
mof_unit_pretest_1671,19938.422247,3766.99008,5360.17,0.7159399999999999,2.282,NH2-CN,3,2,11,nbo,4.059370491,3.0678490000000003
mof_unit_pretest_1672,14551.709989,3972.161878,4043.37,0.64903,1.4319,NO2-F,2,11,17,nbo,4.384971586,3.612079
mof_unit_pretest_1673,18127.458237,4515.39168,4314.47,0.64236,1.553,OH-OMe,3,14,27,nbo,6.174657659,3.511696
mof_unit_pretest_1674,8736.415432,3131.53168,3596.58,0.55316,0.9293,H,1,1,4,pcu,4.536716652,3.587501
mof_unit_pretest_1675,29203.209764,5303.13024,4902.47,0.74061,2.4561,NO2-H,3,2,23,nbo,4.754831911,3.3889370000000003
mof_unit_pretest_1676,6929.547744,1455.772251,4633.97,0.68218,1.9555,F-Me,3,3,27,pcu,4.861050641,2.984138
mof_unit_pretest_1677,22067.531172,5368.7888,4940.45,0.63831,1.58,CN,1,7,19,pcu,4.115905233,2.698888
mof_unit_pretest_1678,9033.431811,2709.66904,3761.79,0.60253,1.2097,Cl-NH2,3,8,8,pcu,5.536611467,3.784115
mof_unit_pretest_1679,7431.713298000001,2850.82152,2706.29,0.41577,0.6527,OMe-OEt,3,22,23,nbo,9.998317607,4.364153
mof_unit_pretest_1680,5246.951047,1848.39732,3376.79,0.49815,0.8516,Et-COOH,2,11,24,nbo,4.819394298,3.631486
mof_unit_pretest_1681,15327.433427000002,11396.61072,1263.93,0.39814,0.3225,HCO-I,1,9,17,pcu,7.634024659,4.492541
mof_unit_pretest_1682,6941.253431,1645.7416,4754.03,0.64525,1.6389,NHMe-NO2,3,7,28,pcu,5.153383858,3.285035
mof_unit_pretest_1683,1724.527339,1711.314876,0.0,0.02459,0.0149,OMe-NO2,10,45,46,etb,21.19239273,7.402133999999999
mof_unit_pretest_1684,4199.781845,923.60564,5184.49,0.6613100000000001,1.8109,OH,2,6,7,pcu,3.784807643,2.850184
mof_unit_pretest_1685,4405.811362,1399.73952,3695.22,0.61619,1.168,Br-HCO,1,13,26,pcu,4.705994388,3.622794
mof_unit_pretest_1686,4442.7702850000005,1621.84275,3639.76,0.5261600000000001,0.868,F-NHMe,1,11,22,pcu,4.478771476,3.347726
mof_unit_pretest_1687,18466.268088,4084.04608,4723.27,0.6362,1.7323,Et-Me,3,11,27,nbo,3.507697542,3.315896
mof_unit_pretest_1688,6527.927237,3234.42312,2377.47,0.54851,0.6667,HCO-I,3,23,29,pcu,6.157170681,4.0616010000000005
mof_unit_pretest_1689,4541.598661,1173.59484,4202.14,0.5898100000000001,1.3745,CN-HCO,3,23,27,pcu,4.611026143999999,3.740886
mof_unit_pretest_1690,3758.998665,1193.327338,3857.91,0.5827,1.1054,H-F,3,3,4,pcu,4.507073222,3.39811
mof_unit_pretest_1691,2050.2320170000003,735.64152,3535.09,0.4688199999999999,0.7869,OH-Et,2,20,22,pcu,4.209430247,3.4225510000000003
mof_unit_pretest_1692,2250.030724,837.890366,3881.26,0.5244,0.848,NH2-F,1,10,26,pcu,5.088040353999999,3.275109
mof_unit_pretest_1693,5164.698121,2046.6013,3034.55,0.54278,0.8249,Br-NO2,2,4,11,nbo,5.121970588,3.682002
mof_unit_pretest_1694,11015.876479,3122.14256,4578.95,0.60605,1.2877,OMe,3,1,19,nbo,4.347801036,3.57525
mof_unit_pretest_1695,18358.110355,4628.767664,4204.96,0.6681600000000001,1.5958,F-OH,2,14,27,nbo,3.795852887,3.407697
mof_unit_pretest_1696,19901.193901,4217.31488,4713.83,0.68399,1.9438,NH2-OH,2,2,22,nbo,3.99389925,2.950979
mof_unit_pretest_1697,2517.153415,837.523,3748.52,0.51852,0.9385,NO2,2,6,24,pcu,3.550464499,3.639471
mof_unit_pretest_1698,5032.573619,1644.0852,3535.75,0.57685,1.0634,CN-NO2,3,1,22,nbo,3.822660438,3.294423
mof_unit_pretest_1699,1830.239167,1012.040826,2226.98,0.3700199999999999,0.403,F,9,1,19,sra,5.456949647999999,3.733547
mof_unit_pretest_1700,2241.938396,829.9593,3958.09,0.4928399999999999,0.8017,Me-OH,1,10,26,pcu,4.928446114,3.591264
mof_unit_pretest_1701,2277.9192,2219.090966,418.09,0.11324,0.07,OH-F,10,44,50,etb,8.599380706,5.312357
mof_unit_pretest_1702,7614.021751,2422.6405600000003,4056.81,0.5304300000000001,1.0039,COOH,3,6,6,pcu,5.754305975,3.569018
mof_unit_pretest_1703,5102.83803,1378.89644,4418.42,0.64178,1.4303,H-OH,3,11,24,nbo,4.105846184,3.165628
mof_unit_pretest_1704,2568.231404,1158.59852,2910.11,0.5153,0.6879,H-Br,3,6,14,pcu,5.836624313,3.5838400000000004
mof_unit_pretest_1705,2984.93472,1532.310224,2456.94,0.35993,0.4222,F,9,13,25,sra,8.593860862,4.319507
mof_unit_pretest_1706,6274.853582,1738.52438,4168.47,0.61025,1.3264,Cl-OMe,1,8,18,pcu,6.635554019,3.861141
mof_unit_pretest_1707,17127.768481,7670.12608,2646.98,0.5163300000000001,0.6943,HCO-Br,1,22,28,pcu,6.312292727000001,3.771662
mof_unit_pretest_1708,15063.051372,3620.53568,4717.88,0.65485,1.6407,OMe-COOH,2,1,25,nbo,4.026239835,3.071025
mof_unit_pretest_1709,3032.508854,907.2972,4783.9,0.56515,1.1375,NH2-COOH,3,20,23,pcu,3.964416715,3.059852
mof_unit_pretest_1710,3598.503175,1444.40464,2561.19,0.375,0.5626,OMe-NHMe,2,2,8,pcu,6.868199195,4.091965
mof_unit_pretest_1711,32675.101223,7645.695536,4495.02,0.63995,1.647,F-OPr,3,3,9,nbo,6.942097181,3.960829
mof_unit_pretest_1712,4002.252761,1764.89222,2577.72,0.54651,0.7463,I-HCO,3,8,18,pcu,6.122531204,3.819427
mof_unit_pretest_1713,5137.997404,1288.94768,4618.55,0.6541,1.5702,Me,3,11,11,nbo,3.708684997,3.17551
mof_unit_pretest_1714,7194.11837,2889.8392,3277.87,0.5011399999999999,0.7513,CN-HCO,3,5,22,nbo,5.0070579980000005,3.686911
mof_unit_pretest_1715,27175.180693,5921.8368,4032.9,0.72628,2.0071,COOH-Br,3,7,15,nbo,4.470318622,3.464383
mof_unit_pretest_1716,5140.3722880000005,1390.01004,4453.97,0.63276,1.4092,CN-OPr,3,11,14,nbo,3.767401156,3.070202
mof_unit_pretest_1717,5282.437661999999,1668.38382,3909.3,0.53667,1.0233,NHMe-OMe,2,11,15,nbo,6.510950995,3.426839
mof_unit_pretest_1718,2277.03303,1831.075058,731.06,0.17803,0.1333,F-Cl,10,49,52,etb,10.93009916,4.942239
mof_unit_pretest_1719,2866.219514,877.608659,4095.63,0.56757,1.1163,F-H,2,8,24,pcu,3.4523483180000003,3.683893
mof_unit_pretest_1720,10364.922228,5799.099679999999,2291.77,0.4687699999999999,0.5046,Cl-Br,12,21,23,bcu,7.936365919,4.351135
mof_unit_pretest_1721,6801.063520000001,1723.94928,3814.25,0.64318,1.5281,Et-I,2,3,27,pcu,4.625921365,4.278881
mof_unit_pretest_1722,12066.768712,3196.2201600000003,5412.02,0.615,1.3982,OMe,2,5,7,nbo,3.754908306,3.119191
mof_unit_pretest_1723,39214.247658,8549.2423,4097.98,0.6965,1.9239,COOH-NO2,2,33,58,tbo,4.036590672,3.109587
mof_unit_pretest_1724,4892.653102,1144.48604,5065.42,0.64572,1.6624,Cl-CN,2,3,21,pcu,3.4623511660000004,3.153514
mof_unit_pretest_1725,5158.828626,1820.81474,3281.67,0.56888,0.9706,Br-OH,2,4,11,nbo,4.262749157,3.693732
mof_unit_pretest_1726,5240.128058,1780.4940600000002,3666.13,0.49172,0.8715,OPr-OH,2,11,22,nbo,5.250876642,3.626922
mof_unit_pretest_1727,12165.590383,4583.17984,3698.16,0.52507,0.8393,OH-Cl,1,4,25,pcu,7.276417792999999,4.007958
mof_unit_pretest_1728,26625.153486000003,3075.9501600000003,6143.72,0.83089,4.3312,HCO-H,2,20,23,nbo,2.419873543,1.810924
mof_unit_pretest_1729,32253.445460000003,5479.30817,4883.55,0.76127,2.6986,F-NO2,3,3,24,nbo,3.547324143,2.995976
mof_unit_pretest_1730,6476.357192,2539.17502,2932.86,0.5947399999999999,0.9135,NH2-I,2,23,29,pcu,5.111620069,3.69431
mof_unit_pretest_1731,3762.03264,1050.02616,4987.97,0.6109399999999999,1.3182,Cl,2,6,25,pcu,4.111308763,3.084977
mof_unit_pretest_1732,22483.471114,5045.17856,4085.16,0.6864399999999999,1.8422,OMe-NO2,2,6,22,nbo,3.721426867,3.241646
mof_unit_pretest_1733,14935.524066999998,4851.599520000001,3603.43,0.58923,1.0924,SO3H-CN,3,1,25,nbo,5.760575656,3.739365
mof_unit_pretest_1734,1979.811994,1750.3491559999998,263.8,0.07127,0.0485,OH-CN,10,45,49,etb,25.33626704,5.783513
mof_unit_pretest_1735,25698.999467,6313.35056,4457.5,0.64973,1.5927,OH-OMe,1,2,3,pcu,4.672551702,3.511228
mof_unit_pretest_1736,4923.902561,1055.5002,4952.0,0.6595,1.8528,HCO-CN,3,7,8,pcu,3.961379799,3.467531
mof_unit_pretest_1737,4124.22118,851.92176,5645.84,0.69843,2.0362,OMe-OPr,1,21,21,pcu,3.46231707,2.776101
mof_unit_pretest_1738,5246.00967,1996.298,2897.49,0.60731,0.9611,Br-CN,3,26,27,pcu,4.470465081,4.198901
mof_unit_pretest_1739,7439.354115999999,2190.09056,4574.03,0.59319,1.2134,Br,3,23,23,pcu,3.652028108,3.570922
mof_unit_pretest_1740,24335.790843,7311.9168,4595.34,0.59373,1.19,OH,1,1,23,pcu,4.669379843,3.240008
mof_unit_pretest_1741,4985.078908,1184.20456,4207.48,0.6754600000000001,1.7124,H-Cl,2,7,8,pcu,4.294945222,3.257318
mof_unit_pretest_1742,3183.191029,972.02308,4290.64,0.58877,1.1611,NO2-Cl,3,20,26,pcu,3.732773998,3.069729
mof_unit_pretest_1743,4251.228196999999,1957.27842,2571.66,0.37412,0.4893,Ph-Br,1,22,24,pcu,4.889041792,3.865784
mof_unit_pretest_1744,4461.516868,1746.48276,3316.79,0.5602199999999999,0.8618,CN-I,1,11,14,pcu,5.026567976,3.42089
mof_unit_pretest_1745,5294.244390999999,1259.20848,4320.16,0.64875,1.6426,Me-Cl,3,26,27,pcu,6.223780832,3.196892
mof_unit_pretest_1746,892.4229140000001,688.7377,1437.09,0.3074699999999999,0.2399,H-I,3,10,21,pcu,8.745566408,4.354636
mof_unit_pretest_1747,14637.226608,7979.964128,2069.74,0.5273,0.5825,Br-F,1,14,27,pcu,5.183268469,4.120565
mof_unit_pretest_1748,29382.612956,6662.85912,4119.89,0.66123,1.756,NO2-Pr,2,17,25,nbo,5.08612409,3.57684
mof_unit_pretest_1749,33059.856895,4501.94984,5869.71,0.77917,3.4458,COOH-OEt,2,3,14,nbo,3.854152505,3.008225
mof_unit_pretest_1750,5141.511697999999,1413.08644,4173.22,0.6188899999999999,1.3561,Et,3,11,15,nbo,4.207101723,3.409118
mof_unit_pretest_1751,39103.198832,6129.30896,5807.97,0.76207,2.9278,H-Cl,1,23,29,pcu,3.179183806,2.567276
mof_unit_pretest_1752,1863.587494,778.7009,3844.44,0.48226,0.695,Pr-Cl,1,10,21,pcu,4.422324414,3.347861
mof_unit_pretest_1753,24767.173338,4139.308,4432.21,0.76848,2.769,CN-Cl,2,28,28,pcu,3.62792548,2.934468
mof_unit_pretest_1754,2213.879194,1019.4505,2991.33,0.42167,0.5515,Cl-OH,9,11,20,sra,5.504177632999999,3.734566000000001
mof_unit_pretest_1755,16525.740283000003,2891.38152,4913.74,0.71891,2.4745,COOH-Me,2,23,23,nbo,3.927762693,3.414297
mof_unit_pretest_1756,27813.377416000003,6297.056,4698.81,0.6662899999999999,1.7723,Me,2,4,20,nbo,4.070490271000001,3.112875
mof_unit_pretest_1757,27972.563251,8382.6464,4570.89,0.5976199999999999,1.201,Cl-NHMe,1,19,23,pcu,4.164058404,2.892957
mof_unit_pretest_1758,6302.592802,1409.09332,4512.89,0.70745,1.9056,I-NHMe,1,8,18,pcu,3.572543864,3.2617580000000004
mof_unit_pretest_1759,7560.24362,1942.341478,4387.98,0.6441399999999999,1.5099,H-F,2,14,23,nbo,4.005933235,3.186901
mof_unit_pretest_1760,18003.954479,6814.38072,2791.01,0.59296,0.9435,Br-SO3H,3,22,27,nbo,6.149417851,4.386896
mof_unit_pretest_1761,5294.566777,5284.57847,764.79,0.25656,0.1548,COOH-I,2,15,24,nbo,15.49903122,5.516525
mof_unit_pretest_1762,4552.080868999999,3260.1325100000004,1383.36,0.29303,0.2464,I-COOH,4,6,25,acs,9.067537171,4.263365
mof_unit_pretest_1763,7543.504537999999,1951.36904,4614.91,0.61322,1.4276,OMe-HCO,3,11,25,nbo,5.599077585,3.242136
mof_unit_pretest_1764,4375.735465,1945.6136,3317.05,0.45191,0.6121,NO2-CN,1,12,12,pcu,6.0642885810000005,4.462379
mof_unit_pretest_1765,4823.987159,1863.22498,3870.12,0.57943,0.9034,HCO-I,2,21,29,pcu,5.026817019,3.451231
mof_unit_pretest_1766,3753.303095,774.46568,6276.44,0.6751,1.9703,Cl,2,6,25,pcu,3.876016093,2.997398
mof_unit_pretest_1767,6290.177324,1160.25784,5487.86,0.72493,2.3668,OH,1,8,18,pcu,4.053731458,2.758881
mof_unit_pretest_1768,7117.967014,1346.9337,4743.46,0.7477199999999999,2.3796,NH2-Br,1,8,26,pcu,3.718036752,3.009317
mof_unit_pretest_1769,37430.677072000006,4092.438182,6043.75,0.8434299999999999,4.6457,F,2,7,20,nbo,2.752271183,1.863848
mof_unit_pretest_1770,2785.847063,674.3483200000001,6043.1,0.6371600000000001,1.5852,Cl,2,21,25,pcu,4.309285455,2.876605
mof_unit_pretest_1771,2073.187949,635.12372,4715.66,0.54877,1.0787,CN,3,19,26,pcu,4.054108433,3.099526
mof_unit_pretest_1772,40169.445654,6050.01744,4846.64,0.79969,3.1975,Br-OEt,3,20,28,nbo,3.887963897,2.752332
mof_unit_pretest_1773,27349.142035,7780.304959999999,3745.02,0.63278,1.3395,NO2-HCO,3,4,20,nbo,4.716262771,3.850195
mof_unit_pretest_1774,10005.172722,3739.36,3837.86,0.52358,0.8437,Cl-H,1,9,19,pcu,4.751475043,3.378263
mof_unit_pretest_1775,24715.648451,4407.570531,4239.74,0.78214,2.6412,I-F,2,28,28,pcu,4.323569803,3.155347
mof_unit_pretest_1776,16900.849645,4257.00704,4628.1,0.60278,1.4412,Et-OPr,1,6,24,pcu,4.351819588,3.3614910000000005
mof_unit_pretest_1777,5908.511353,1848.05804,4593.56,0.5735399999999999,1.1043,HCO,1,24,25,pcu,3.960274577,3.562918
mof_unit_pretest_1778,33597.988523,4029.14784,6592.99,0.80402,4.0375,NH2,2,6,6,nbo,2.861964302,2.08197
mof_unit_pretest_1779,26090.399184,2986.09,6354.84,0.82867,4.3602,Et,3,20,23,nbo,2.9498062430000003,1.972133
mof_unit_pretest_1780,16835.030918,5820.02128,3531.28,0.5927399999999999,1.0325,I-Pr,2,1,7,nbo,5.224473962,3.855582
mof_unit_pretest_1781,4461.492326,1964.22736,3175.45,0.4770899999999999,0.6526,CN-Cl,1,11,15,pcu,4.773092261,3.54896
mof_unit_pretest_1782,28009.765014,5822.246234,5768.84,0.68,1.9701,Ph-F,2,3,5,nbo,4.742046049,3.084036
mof_unit_pretest_1783,15018.247111,3506.48496,4606.46,0.67073,1.73,H-COOH,3,4,6,nbo,4.113544278,3.110542
mof_unit_pretest_1784,2129.592111,1283.81872,2092.28,0.33303,0.3327,Br-H,9,20,24,sra,8.245253616,4.005058999999999
mof_unit_pretest_1785,13930.319719,3419.95648,4300.88,0.68001,1.668,COOH,2,1,20,nbo,3.72872363,3.241043
mof_unit_pretest_1786,1730.081537,2211.61596,0.0,0.0,0.0,Br-CN,4,5,14,acs,28.75402988,8.426658999999999
mof_unit_pretest_1787,2328.685731,1651.521056,887.49,0.18765,0.1593,H-Et,10,49,52,etb,8.92231728,4.896391
mof_unit_pretest_1788,14452.372832,4600.35696,4112.93,0.5664399999999999,1.0717,HCO,1,1,27,pcu,6.806260593999999,3.263163
mof_unit_pretest_1789,3021.075993,851.3499199999999,5076.93,0.54401,1.1626,OMe,3,20,23,pcu,3.822872479,3.3299220000000003
mof_unit_pretest_1790,16833.659800999998,4077.10528,4342.88,0.64452,1.6026,OH-OMe,2,4,7,nbo,4.116706188999999,2.964709
mof_unit_pretest_1791,5664.890661,1747.03804,3108.47,0.6581,1.2851,Br-HCO,2,7,27,pcu,4.623049364,4.06344
mof_unit_pretest_1792,18130.541835,4291.97344,5668.68,0.59937,1.5248,Pr-OH,3,1,3,nbo,3.758862417,3.389188
mof_unit_pretest_1793,1656.333006,1924.1183,0.0,0.17225,0.0893,I-CN,3,12,25,pcu,12.09283199,5.690385
mof_unit_pretest_1794,28484.894433,5408.32864,5272.12,0.7248899999999999,2.2992,Cl-Me,1,20,28,pcu,3.279770519,3.424956
